Row,Stable_ID,UCUM_CODE,Print_Symbol,Label,Description,Synonyms,Search_Tokens,Dimension_Category,Dimension_Code,Metric_Code,Metric_Comment,Customary_Code,Customary_Comment,UCUM_Status,Is_Common,Source
280,ucum_L_per_L,L/L,L/L,L/L (liter per liter),liter per liter,L/L;liter per liter;litres per liter;litre per litre;litres per litres;liter per litres;litres per liters;liters per liter;liters per liters;litre per liter;liters per litres;litres per litre;liters per litre;liter per liters;litre per litres;litre per liters;liter per litre,l liter per litres litre liters,Per Volume,per_volume,metric,,,,c/s,false,ucum_v1.5_2020_06
281,ucum_L_per_min,L/min,L/min,L/min (liter per minute),liter per minute,L/min;liter per minute;litres per minutes;liters per minutes;litre per minute;liter per minutes;litres per minute;litre per minutes;liters per minute,l min liter per minute litres minutes liters litre,Volumetric Flow Rate,volumetric_flow_rate,mixed,non-prefixable: min,,,c/s,true,ucum_v1.5_2020_06
282,ucum_L_per_min_per_m2,L/min/m2,L/min/m²,L/min/m² (liter per minute per square meter),liter per minute per square meter,L/min/m2;L/min/m²;liter per minute per square meter;liters per minutes per square metres;liters per minute per square metre;litre per minute per square meters;liter per minutes per square meter;litre per minutes per square meter;liters per minutes per square meters;litre per minutes per square metre;litres per minute per square metre;liter per minute per square meters;litres per minutes per square metres;liter per minute per square metre;liter per minutes per square metre;litres per minutes per square meters;litres per minute per square meter;litre per minute per square metre;liters per minute per square meter;liter per minute per square metres;litre per minute per square metres;litre per minute per square meter,l min m2 m² liter per minute square meter liters minutes metres metre litre meters litres,Volumetric Flow Rate,volumetric_flow_rate,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
283,ucum_L_per_min_x_m2,L/(min.m2),L/(min·m²),L/(min·m²) (liter per minute per square meter),liter per minute per square meter,L/(min.m2);L/(min·m²);liter per minute per square meter;liters per minutes per square metres;liters per minute per square metre;litre per minute per square meters;liter per minutes per square meter;litre per minutes per square meter;liters per minutes per square meters;litre per minutes per square metre;litres per minute per square metre;liter per minute per square meters;litres per minutes per square metres;liter per minute per square metre;liter per minutes per square metre;litres per minutes per square meters;litres per minute per square meter;litre per minute per square metre;liters per minute per square meter;liter per minute per square metres;litre per minute per square metres;litre per minute per square meter,l min m2 min·m² liter per minute square meter liters minutes metres metre litre meters litres,Volumetric Flow Rate,volumetric_flow_rate,mixed,non-prefixable: min,,,c/s,false,ucum_v1.5_2020_06
284,ucum_L_per_s,L/s,L/s,L/s (liter per second),liter per second,L/s;liter per second;liter per seconds;litres per second;liters per second;liters per seconds;litre per second;litre per seconds;litres per seconds,l s liter per second seconds litres liters litre,Volumetric Flow Rate,volumetric_flow_rate,metric,,,,c/s,false,ucum_v1.5_2020_06
285,ucum_L_per_s_per_s2,L/s/s2,L/s/s²,L/s/s² (liter per second per square second),liter per second per square second,L/s/s2;L/s/s²;liter per second per square second;litre per seconds per square second;liter per seconds per square second;liters per second per square second;litre per second per square seconds;litre per second per square second;litres per seconds per square seconds;liters per seconds per square seconds;liter per second per square seconds;litres per second per square second,l s s2 s² liter per second square litre seconds liters litres,Volumetric Flow Rate,volumetric_flow_rate,metric,,,,c/s,false,ucum_v1.5_2020_06
286,ucum_Log_copies_per_mL,{Log_copies}/mL,{Log_copies}/mL,{Log_copies}/mL (log (base 10) copies per milliliter),log (base 10) copies per milliliter,{Log_copies}/mL;log (base 10) copies per milliliter;log (bases 10) copies per milliliter;log (base 10) copies per millilitre;logs (bases 10) copies per millilitres;logs (base 10) copies per milliliter;log (base 10) copies per millilitres;logs (base 10) copies per millilitre;logs (bases 10) copies per milliliters;log (base 10) copies per milliliters;log (bases 10) copies per millilitre,log copies ml base 10 per milliliter bases millilitre logs millilitres milliliters,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
287,ucum_Log_IU,{Log_IU},{Log_IU},{Log_IU} (log (base 10) international unit),log (base 10) international unit,{Log_IU};log (base 10) international unit;log (base 10) international units;logs (bases 10) international units;log (bases 10) international unit;logs (base 10) international unit,log iu base 10 international unit units logs bases,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
288,ucum_Log_IU_per_mL,{Log_IU}/mL,{Log_IU}/mL,{Log_IU}/mL (log (base 10) international unit per milliliter),log (base 10) international unit per milliliter,{Log_IU}/mL;log (base 10) international unit per milliliter;log (base 10) international unit per milliliters;logs (bases 10) international units per milliliters;logs (base 10) international unit per millilitre;log (bases 10) international unit per millilitre;log (base 10) international units per millilitre;log (base 10) international unit per millilitres;log (base 10) international units per milliliter;log (bases 10) international unit per milliliter;log (base 10) international unit per millilitre;logs (bases 10) international units per millilitres;logs (base 10) international unit per milliliter,log iu ml base 10 international unit per milliliter milliliters logs bases units millilitre millilitres,Number Concentration,number_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
289,ucum_Log,{Log},{Log},{Log} (log base 10),log base 10,{Log};log base 10;logs bases 10;log bases 10;logs base 10,log base 10 logs bases,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
290,ucum_LPF,[LPF],LPF,LPF (low power field),low power field,[LPF];LPF;low power field;lows power fields;lows power field;low power fields,lpf low power field lows fields,Number Concentration,number_concentration,non_metric,customary atom(s): [LPF],,,c/s,false,ucum_v1.5_2020_06
291,ucum_lm,lm,lm,lm (lumen),lumen,lm;lumen;lumens,lm lumen lumens,Luminous,luminous,metric,,,,c/s,false,ucum_v1.5_2020_06
292,ucum_lm_x_m2,lm.m2,lm·m²,lm·m² (lumen square meter),lumen square meter,lm.m2;lm·m²;lumen square meter;lumens square metres;lumens square metre;lumens square meters;lumen square metre;lumen square metres;lumen square meters;lumens square meter,lm m2 lm·m² lumen square meter lumens metres metre meters,Area,area,metric,,,,c/s,false,ucum_v1.5_2020_06
293,ucum_Lyme_index_value,{Lyme_index_value},{Lyme_index_value},{Lyme_index_value} (Lyme index value),Lyme index value,{Lyme_index_value};Lyme index value;lymes index value;lymes indices values;Lyme indices value;Lyme index values,lyme index value lymes indices values,Arbitrary Unit,arbitrary_unit,annotation,annotation-only token (no dimension),,,c/s,false,ucum_v1.5_2020_06
294,ucum_mclgU,[mclg'U],[mclg'U],[mclg'U] (Maclagan unit),Maclagan unit,[mclg'U];Maclagan unit;maclagans unit;Maclagan units;maclagans units,mclg u maclagan unit maclagans units,Arbitrary Unit,arbitrary_unit,non_metric,customary atom(s): [mclg'U],,,c/s,false,ucum_v1.5_2020_06
295,ucum_Ms,Ms,Ms,Ms (megasecond),megasecond,Ms;megasecond;megaseconds,ms megasecond megaseconds,Time,time,metric,,,,c/s,false,ucum_v1.5_2020_06
296,ucum_MET_x_min_per_wk,[MET].min/wk,[MET]·min/wk,[MET]·min/wk (metabolic equivalent minute per week),metabolic equivalent minute per week,[MET].min/wk;[MET]·min/wk;metabolic equivalent minute per week;metabolic equivalents minute per week;metabolic equivalent minute per weeks;metabolics equivalent minute per week;metabolics equivalents minutes per weeks;metabolic equivalent minutes per week,met min wk ·min metabolic equivalent minute per week equivalents weeks metabolics minutes,Rate (per time),rate_per_time,mixed,"customary: [MET]; non-prefixable: min,wk",,,c/s,false,ucum_v1.5_2020_06
297,ucum_m,m,m,m (meter),meter,m;meter;metres;meters;metre,m meter metres meters metre,Length,length,metric,,,,c/s,true,ucum_v1.5_2020_06
298,ucum_m_per_s,m/s,m/s,m/s (meter per second),meter per second,m/s;meter per second;meters per second;meter per seconds;metre per seconds;meters per seconds;metre per second;metres per second;metres per seconds,m s meter per second meters seconds metre metres,Velocity,velocity,metric,,,,c/s,false,ucum_v1.5_2020_06
299,ucum_m_per_s2,m/s2,m/s²,m/s² (meter per square second),meter per square second,m/s2;m/s²;meter per square second;metres per square seconds;metre per square second;meters per square seconds;meters per square second;metres per square second;meter per square seconds;metre per square seconds,m s2 s² meter per square second metres seconds metre meters,Acceleration,acceleration,metric,,,,c/s,false,ucum_v1.5_2020_06
300,ucum_t,t,t,t (metric ton),metric ton,t;metric ton;metric tons;metrics tons;metrics ton,t metric ton tons metrics,Mass,mass,metric,,,,c/s,false,ucum_v1.5_2020_06
301,ucum_uU_per_g,uU/g,μU/g,μU/g (micro enzyme unit per gram),micro enzyme unit per gram,uU/g;μU/g;micro enzyme unit per gram;micro enzyme units per gram;micro enzymes units per grams;micro enzyme unit per grams;micro enzymes unit per gram,uu g μu micro enzyme unit per gram units enzymes grams,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
302,ucum_uU_per_L,uU/L,μU/L,μU/L (micro enzyme unit per liter),micro enzyme unit per liter,uU/L;μU/L;micro enzyme unit per liter;micro enzyme units per liter;micro enzyme unit per liters;micro enzymes units per liters;micro enzyme unit per litres;micro enzymes unit per liter;micro enzyme unit per litre;micro enzyme units per litre;micro enzymes unit per litre;micro enzymes units per litres,uu l μu micro enzyme unit per liter units liters enzymes litres litre,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
303,ucum_uU_per_mL,uU/mL,μU/mL,μU/mL (micro enzyme unit per milliliter),micro enzyme unit per milliliter,uU/mL;μU/mL;micro enzyme unit per milliliter;micro enzyme units per milliliter;micro enzyme unit per millilitre;micro enzyme units per millilitre;micro enzyme unit per millilitres;micro enzymes units per millilitres;micro enzymes units per milliliters;micro enzymes unit per milliliter;micro enzymes unit per millilitre;micro enzyme unit per milliliters,uu ml μu micro enzyme unit per milliliter units millilitre millilitres enzymes milliliters,Catalytic Concentration,catalytic_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
304,ucum_u_IU,u[IU],μIU,μIU (micro international unit),micro international unit,u[IU];μIU;micro international unit;micro international units,u iu μiu micro international unit units,Catalytic Activity,catalytic_activity,mixed,customary: [IU],,,c/s,false,ucum_v1.5_2020_06
305,ucum_u_IU_per_mL,u[IU]/mL,μIU/mL,μIU/mL (micro international unit per milliliter),micro international unit per milliliter,u[IU]/mL;μIU/mL;micro international unit per milliliter;micro international unit per milliliters;micro international units per millilitre;micro international unit per millilitres;micro international units per milliliters;micro international units per millilitres;micro international unit per millilitre;micro international units per milliliter,u iu ml μiu micro international unit per milliliter milliliters units millilitre millilitres,Catalytic Concentration,catalytic_concentration,mixed,customary: [IU],,,c/s,false,ucum_v1.5_2020_06
306,ucum_ueq,ueq,μeq,μeq (microequivalent),microequivalent,ueq;μeq;microequivalent;microequivalents,ueq μeq microequivalent microequivalents,Amount of Substance,amount_of_substance,metric,,,,c/s,false,ucum_v1.5_2020_06
307,ucum_ueq_per_L,ueq/L,μeq/L,μeq/L (microequivalent per liter),microequivalent per liter,ueq/L;μeq/L;microequivalent per liter;microequivalent per litre;microequivalent per litres;microequivalents per litre;microequivalent per liters;microequivalents per litres;microequivalents per liter;microequivalents per liters,ueq l μeq microequivalent per liter litre litres microequivalents liters,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
308,ucum_ueq_per_mL,ueq/mL,μeq/mL,μeq/mL (microequivalent per milliliter),microequivalent per milliliter,ueq/mL;μeq/mL;microequivalent per milliliter;microequivalents per milliliter;microequivalents per milliliters;microequivalent per millilitre;microequivalents per millilitre;microequivalent per millilitres;microequivalents per millilitres;microequivalent per milliliters,ueq ml μeq microequivalent per milliliter microequivalents milliliters millilitre millilitres,Substance Concentration,substance_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
309,ucum_ug,ug,μg,μg (microgram),microgram,ug;μg;microgram;micrograms,ug μg microgram micrograms,Mass,mass,metric,,,,c/s,true,ucum_v1.5_2020_06
310,ucum_ug_per_g_feces,ug/g{feces},μg/g{feces},μg/g{feces} (microgram  per gram of feces),microgram  per gram of feces,ug/g{feces};μg/g{feces};microgram  per gram of feces;micrograms  per grams of feces;microgram  per grams of feces;micrograms  per gram of feces,ug g feces μg microgram per gram of micrograms grams,Per Mass,per_mass,metric,,,,c/s,false,ucum_v1.5_2020_06
311,ucum_ug_FEU_per_mL,ug{FEU}/mL,μg{FEU}/mL,μg{FEU}/mL (microgram fibrinogen equivalent unit per milliliter),microgram fibrinogen equivalent unit per milliliter,ug{FEU}/mL;μg{FEU}/mL;microgram fibrinogen equivalent unit per milliliter;micrograms fibrinogen equivalent unit per millilitre;microgram fibrinogen equivalent unit per milliliters;micrograms fibrinogen equivalent unit per milliliter;microgram fibrinogen equivalent unit per millilitre;microgram fibrinogen equivalents unit per millilitre;micrograms fibrinogens equivalents units per millilitres;microgram fibrinogens equivalent unit per millilitre;microgram fibrinogen equivalent units per milliliter;microgram fibrinogen equivalent units per millilitre;microgram fibrinogen equivalent unit per millilitres;micrograms fibrinogens equivalents units per milliliters;microgram fibrinogens equivalent unit per milliliter;microgram fibrinogen equivalents unit per milliliter,ug feu ml μg microgram fibrinogen equivalent unit per milliliter micrograms millilitre milliliters equivalents fibrinogens units millilitres,Mass Concentration,mass_concentration,metric,,,,c/s,false,ucum_v1.5_2020_06
312,ucum_ug_per_100_x_g,ug/(100.g),μg/(100·g),μg/(100·g) (microgram per 100 gram),microgram per 100 gram,ug/(100.g);μg/(100·g);microgram per 100 gram;micrograms per 100 grams;microgram per 100 grams;micrograms per 100 gram,ug 100 g μg 100·g microgram per gram micrograms grams,Mass Ratio,mass_ratio,metric,,,,c/s,false,ucum_v1.5_2020_06
313,ucum_ug_per_24_x_h,ug/(24.h),μg/(24·h),μg/(24·h) (microgram per 24 hour),microgram per 24 hour,ug/(24.h);μg/(24·h);microgram per 24 hour;microgram per 24 hours;micrograms per 24 hours;micrograms per 24 hour,ug 24 h μg 24·h microgram per hour hours micrograms,Mass Rate,mass_rate,mixed,non-prefixable: h,,,c/s,false,ucum_v1.5_2020_06
